id,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,distance_calculations,is_core,cluster_id
338,3,6,4,4,2,7,7,7,4,9,6,8,3,8,3,8,9409,1,1
339,4,5,5,4,4,8,4,4,4,9,4,10,3,6,6,6,14715,0,1
340,5,11,8,8,13,8,5,6,3,7,6,8,14,10,4,9,9999,0,1
341,3,3,5,1,2,9,6,3,5,10,4,8,3,8,2,9,10691,0,1
342,2,3,2,1,1,7,7,5,5,7,6,9,2,9,4,9,8202,0,1
343,3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,8,3194,1,3
344,5,10,7,8,6,6,6,6,4,7,6,9,5,8,7,10,14848,1,1
345,3,2,3,3,2,8,8,7,5,8,5,7,2,8,8,8,11570,1,1
346,3,7,5,5,5,8,8,7,4,6,6,8,2,8,6,5,15010,1,1
347,5,9,6,6,5,5,8,9,7,7,7,6,2,8,3,8,16742,0,1
348,4,8,6,6,4,6,8,7,7,11,7,5,3,8,4,8,17302,0,1
349,3,6,5,4,2,7,9,1,6,14,5,6,0,7,0,7,16328,0,6
350,4,8,5,7,4,6,7,4,6,7,6,8,3,9,8,10,16398,1,1
351,13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8,12824,0,1
352,5,10,8,8,8,8,11,2,3,6,8,8,8,10,1,8,14399,0,1
353,5,8,7,6,3,5,8,5,1,7,8,8,8,9,0,8,15097,1,1
354,5,11,6,8,8,7,8,4,5,6,7,9,7,7,8,7,14113,1,1
355,5,10,8,7,4,8,10,1,8,5,12,8,1,11,2,8,11650,1,1
356,1,0,2,0,0,7,8,3,0,7,8,8,5,9,0,8,8850,1,14
357,5,11,6,8,7,8,7,5,5,10,5,5,3,8,3,8,16520,0,1
358,5,9,7,7,6,9,6,2,7,11,4,9,3,8,5,11,12073,1,1
359,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,10252,1,1
360,4,7,5,5,3,7,7,8,5,8,7,10,3,8,3,7,14337,1,1
361,5,10,7,7,9,8,8,3,4,6,6,9,10,10,7,7,12696,0,1
362,5,8,6,7,6,7,4,5,4,7,4,9,5,4,7,6,17220,0,1
363,2,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10,6243,1,1
364,6,10,6,5,4,9,6,4,6,10,5,8,3,8,9,9,15758,1,1
365,6,8,6,6,4,4,9,1,8,10,10,6,0,10,3,4,15796,1,1
366,2,1,2,2,1,7,8,7,6,8,7,11,2,9,3,10,15324,0,1
367,6,10,8,8,7,9,6,2,7,11,4,9,5,7,6,11,9571,1,1
368,2,3,3,2,1,8,6,3,6,14,6,10,0,7,0,8,14274,1,6
369,3,5,6,4,3,5,7,2,8,11,9,11,4,7,4,7,16522,0,1
370,6,10,8,8,11,7,6,4,5,7,7,8,11,9,7,10,9119,0,1
371,2,2,3,3,2,8,7,5,5,6,6,5,2,8,7,9,7502,0,1
372,5,11,8,8,5,6,7,2,7,10,7,10,4,8,4,8,13110,1,1
373,2,2,3,4,2,6,8,7,7,8,8,13,1,9,4,10,13652,1,1
374,8,11,11,8,7,4,11,3,4,10,10,8,6,8,1,7,11761,0,1
375,4,7,4,5,3,6,11,5,5,11,8,4,3,12,2,4,16768,0,1
376,4,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,13562,0,2
377,5,6,5,4,4,5,11,3,2,9,8,7,6,12,2,7,15480,1,1
378,6,9,5,4,3,11,3,4,5,11,3,10,3,8,5,13,16176,0,1
379,9,14,7,8,5,6,8,5,7,10,6,8,6,6,7,9,10957,0,1
380,2,1,2,2,1,8,11,3,5,7,10,7,2,11,1,7,14261,0,1
381,2,3,3,1,1,7,9,2,5,13,6,5,1,9,2,8,11184,0,1
382,6,13,5,7,3,8,7,3,7,11,5,7,2,9,5,6,16285,0,1
383,4,9,6,7,5,8,2,3,1,7,2,8,5,8,6,7,17444,0,4
384,5,9,7,6,4,7,8,6,6,7,7,6,6,10,2,5,17618,1,1
385,5,11,7,8,4,8,9,6,10,5,6,6,0,8,9,7,15481,0,1
386,4,9,6,7,3,6,3,1,9,8,2,11,0,7,2,8,14863,1,3
387,4,7,6,5,5,10,6,2,5,10,4,7,3,7,5,11,15496,1,1
388,6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,4,15972,0,1
389,2,3,4,2,2,9,7,4,6,10,4,6,2,8,3,8,6139,1,1
390,4,9,4,4,2,8,5,4,7,8,6,8,3,9,8,11,18452,0,1
391,4,9,6,7,4,6,10,5,6,10,8,3,1,10,4,7,16398,1,1
392,3,4,5,3,3,5,9,3,5,10,8,8,3,9,3,7,14145,0,1
393,6,11,8,8,8,9,7,3,6,9,4,6,3,8,5,9,12856,1,1
394,3,5,4,3,2,7,9,6,7,7,9,9,3,9,1,8,14600,1,1
395,4,5,6,4,5,7,8,3,5,7,8,9,7,10,3,7,17708,0,1
396,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10,15042,1,15
397,4,6,6,4,4,9,8,3,5,7,7,7,4,11,6,7,17541,0,1
398,5,10,6,8,6,7,7,6,6,7,6,8,6,7,3,8,15824,1,1
399,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,12,10915,0,1
400,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,14507,0,1
401,7,11,7,8,4,3,10,2,7,10,12,6,1,11,2,5,11974,0,1
402,3,8,6,6,3,11,2,2,3,9,2,9,3,5,3,8,10288,1,4
403,4,5,4,8,3,7,8,15,1,7,5,8,3,8,0,8,17058,0,2
404,6,8,8,6,4,4,10,4,4,11,11,10,5,8,1,7,14673,0,1
405,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,8,13743,1,2
406,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,5088,0,8
407,6,9,6,5,3,8,6,5,6,10,4,6,4,7,6,10,17206,1,1
408,3,1,4,2,2,8,7,3,9,6,6,8,3,8,6,8,9397,0,1
409,6,10,9,7,7,4,11,2,2,8,9,9,7,12,1,8,10899,0,1
410,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8,12618,1,1
411,5,10,5,8,4,7,7,8,5,10,7,7,3,8,4,8,14988,1,1
412,3,9,4,7,4,8,7,7,5,7,6,7,2,8,8,8,15092,1,1
413,2,8,4,5,1,9,15,1,6,5,11,9,0,8,0,8,13785,0,7
414,2,3,3,2,2,5,7,4,7,7,6,11,3,8,4,10,11218,1,1
415,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,15518,0,2
416,5,9,5,4,3,5,8,2,8,11,9,9,3,9,5,5,16810,0,1
417,5,7,7,5,3,7,9,2,7,14,5,5,2,8,3,8,16697,0,1
418,5,6,7,7,6,7,9,4,5,8,6,8,4,10,7,6,16669,1,1
419,5,8,8,6,5,9,11,2,3,5,9,7,10,13,1,6,16000,0,1
420,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,13179,1,1
421,8,10,6,6,4,6,8,5,5,9,6,9,7,5,7,11,16778,0,1
422,3,5,5,4,2,4,12,3,3,9,11,8,2,11,0,8,13777,1,1
423,4,11,4,8,2,3,7,8,2,6,5,11,4,8,2,11,16133,0,15
424,3,9,4,7,3,7,4,2,8,7,1,8,1,6,2,7,10045,0,3
425,2,3,3,2,1,5,12,2,2,8,10,7,2,11,0,8,13085,0,1
426,5,7,7,8,6,8,9,4,5,7,6,7,3,8,9,8,15138,1,1
427,5,9,7,7,8,10,6,2,4,9,5,6,6,9,5,7,17653,0,1
428,1,3,2,2,1,7,8,1,7,13,6,7,0,8,1,7,8521,0,6
429,3,2,4,3,3,7,7,5,7,7,5,9,2,8,6,10,11446,0,1
430,2,7,3,4,2,4,12,8,2,10,6,4,1,10,3,8,14815,1,1
431,4,7,4,5,4,5,10,7,3,7,4,9,2,7,5,11,14707,1,1
432,7,13,5,7,3,7,10,6,4,9,9,4,5,12,3,8,13923,1,1
433,2,7,3,4,2,7,6,14,2,7,8,8,3,8,0,8,16472,0,2
434,4,11,4,8,3,3,7,6,11,7,6,15,0,8,7,7,8477,1,11
435,3,8,5,6,3,5,8,2,8,10,10,9,3,9,3,6,16586,0,1
436,4,9,4,7,4,7,8,7,4,9,7,8,3,8,3,7,14691,1,1
437,2,1,2,2,1,7,8,6,4,7,6,7,4,8,1,7,4964,0,1
438,5,8,5,6,3,5,7,5,6,11,8,13,2,9,4,8,13628,1,1
439,5,10,6,8,4,7,7,4,4,7,6,7,3,8,4,8,15672,0,1
440,3,6,4,4,3,7,7,6,5,7,7,6,3,8,3,7,7903,1,1
441,6,10,8,8,7,6,7,7,7,7,9,9,4,10,6,8,12550,0,1
442,7,13,5,7,3,9,7,7,5,9,4,8,5,9,5,9,14832,0,1
443,3,9,5,7,4,4,11,6,5,11,10,5,2,10,3,5,16344,0,1
444,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,17979,0,1
445,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6,12304,0,1
446,3,5,4,4,3,8,7,6,6,6,5,6,2,8,6,10,11540,1,1
447,4,6,5,4,2,6,8,4,8,11,5,7,2,6,5,8,15676,0,1
448,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,16039,1,1
449,8,15,7,8,5,6,7,4,7,9,6,7,5,9,7,5,13672,0,1
450,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,559,0,0
451,4,4,6,3,3,10,6,3,4,9,4,7,7,6,2,8,14097,0,1
452,5,9,6,6,4,6,7,6,9,5,6,12,1,7,4,9,16423,0,1
453,4,4,5,6,5,9,10,2,3,7,9,5,4,10,5,5,18520,0,1
454,5,8,7,6,4,4,9,3,9,11,9,10,2,8,4,5,15011,1,1
455,2,3,3,5,3,8,7,7,3,6,6,9,3,8,5,10,12365,0,1
456,2,3,3,2,2,7,7,5,5,9,7,10,2,8,4,9,8873,1,1
457,2,3,3,4,3,8,9,6,1,5,8,10,3,9,5,10,13836,1,1
458,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10,9415,1,1
459,8,10,8,7,6,4,8,5,8,9,8,10,6,8,4,3,16204,0,1
460,2,3,3,2,1,8,2,2,1,6,2,8,2,7,2,7,847,1,4
461,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,12586,1,1
462,4,6,5,4,3,8,7,8,6,7,4,5,3,7,3,7,10470,0,1
463,1,1,2,2,1,10,6,3,5,12,4,10,1,7,1,7,10874,1,6
464,3,8,4,6,2,7,9,4,2,7,12,8,2,10,0,8,14260,1,1
465,4,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,12294,1,2
466,5,9,8,8,7,8,6,2,3,8,3,8,6,5,8,12,17966,0,1
467,2,7,3,5,3,8,7,7,6,7,8,9,2,10,8,8,17025,0,1
468,3,4,5,3,2,8,9,2,7,13,5,5,2,9,3,8,16494,0,1
469,2,3,3,2,2,5,9,4,4,9,7,4,1,10,3,7,5997,1,1
470,3,6,5,4,2,10,3,2,2,8,3,10,2,6,2,7,6696,0,4
471,3,5,5,3,2,6,10,2,6,13,7,5,1,10,2,7,14604,1,1
472,5,9,6,10,6,8,8,4,6,6,7,7,3,9,9,8,14829,1,1
473,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,15801,1,1
474,7,12,7,7,4,1,9,2,3,9,11,9,8,10,1,6,14177,0,1
475,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,5,17625,0,1
476,5,9,4,4,2,9,7,5,4,9,4,8,4,9,5,8,17628,1,1
477,7,11,7,6,4,10,4,5,6,12,3,9,5,6,5,10,13429,1,1
478,2,1,2,2,2,6,8,4,5,6,5,7,2,7,4,9,3843,0,1
479,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,8,9442,1,16
480,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,9296,1,16
481,4,7,5,5,2,7,10,3,5,14,5,3,0,10,3,8,16123,0,1
482,3,1,4,2,2,6,9,5,6,7,9,9,3,9,1,8,12365,1,1
483,7,8,7,10,6,7,8,6,4,8,9,10,4,8,8,8,12375,1,1
484,4,4,5,3,2,5,12,2,3,9,11,7,4,11,1,7,15501,0,1
485,3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,15864,0,1
486,4,7,5,5,2,4,8,5,6,11,11,10,3,9,1,7,15470,0,1
487,3,5,6,4,3,7,7,2,7,10,5,9,6,8,5,8,17010,0,1
488,3,5,4,4,2,6,7,5,5,9,7,10,2,9,4,10,10077,1,1
489,3,8,4,6,3,7,8,3,11,8,6,8,0,8,7,7,15126,0,19
490,4,6,6,4,4,9,7,4,6,10,4,5,3,8,3,8,11918,1,1
491,9,12,12,7,5,10,2,3,2,10,2,9,8,1,1,8,19296,0,1
492,5,11,8,8,7,10,8,5,1,6,10,7,9,13,1,5,14802,0,1
493,3,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,12283,0,1
494,3,8,5,6,4,7,7,3,8,5,6,10,3,7,6,8,15324,0,1
495,3,7,5,5,4,5,10,4,4,10,8,4,1,10,3,7,15067,1,1
496,3,5,3,4,3,7,7,5,7,7,6,9,2,8,5,10,12795,1,1
497,5,10,6,7,7,7,5,6,3,7,6,11,4,8,7,7,16909,0,1
498,4,9,5,8,5,6,8,4,6,7,6,9,3,9,9,10,15476,0,1
499,1,1,1,1,0,3,12,4,3,11,9,6,0,8,2,7,13340,0,1
500,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,3481,0,1
501,4,8,5,6,4,8,7,5,6,8,5,8,3,6,6,11,16174,0,1
502,1,0,1,0,0,8,7,4,6,5,6,8,0,8,7,8,8533,0,1
503,3,7,4,5,3,5,10,4,5,10,10,6,2,10,3,6,15335,1,1
504,2,7,4,4,1,10,15,1,5,4,11,9,0,8,0,8,16642,0,7
505,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7,2238,1,4
506,4,8,6,6,3,7,8,3,4,10,6,7,5,8,1,7,16142,1,1
507,4,8,4,5,2,7,5,15,1,7,8,8,3,8,0,8,16051,0,2
508,3,2,4,4,3,7,7,5,8,7,5,9,2,8,6,10,13256,0,1
509,4,5,7,3,4,9,6,3,5,9,4,7,9,7,2,8,17051,0,1
510,3,7,5,5,6,7,6,4,3,6,5,10,6,8,6,10,16972,0,1
511,2,3,3,1,2,9,6,3,6,10,4,6,2,8,2,9,6656,1,1
512,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1,17237,0,1
513,2,1,3,1,0,7,10,3,1,7,12,8,1,11,0,8,10395,0,16
514,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,15124,1,1
515,6,11,8,8,8,8,6,8,5,7,6,9,6,8,5,6,14279,1,1
516,2,7,4,5,2,5,11,3,6,11,9,5,0,9,3,6,16039,0,1
517,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,12587,1,7
518,5,9,6,6,5,7,6,3,5,6,6,9,3,7,10,9,17501,0,1
519,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,13250,1,1
520,5,11,7,8,5,7,9,1,6,13,6,5,1,10,2,8,13554,1,1
521,3,7,5,5,1,7,8,4,3,7,13,8,3,9,0,8,13680,1,1
522,3,8,5,7,4,8,7,7,5,6,6,9,3,8,4,10,15155,1,1
523,6,9,8,8,7,7,7,5,4,5,7,8,7,7,2,6,17552,1,1
524,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,13152,1,1
525,5,9,4,4,2,5,11,3,4,12,7,4,1,8,5,4,18044,0,1
526,2,4,4,3,2,10,7,1,8,10,3,7,2,7,3,8,11987,0,1
527,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,17403,1,1
528,4,3,6,4,2,4,8,5,1,7,9,8,8,10,0,8,17374,0,1
529,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,5574,1,1
530,2,4,3,3,2,8,7,3,5,9,6,6,2,8,5,9,7799,0,1
531,1,5,0,8,0,7,7,4,4,7,6,8,0,8,0,8,9142,0,8
532,4,7,6,5,6,6,6,4,4,8,6,11,6,9,3,9,17440,0,1
533,11,11,11,6,5,4,9,5,6,4,2,12,9,11,2,8,16102,0,1
534,7,10,9,8,7,6,7,7,8,7,8,9,4,10,7,7,12958,0,1
535,5,8,7,12,12,9,7,4,1,6,8,9,6,12,8,9,10815,0,1
536,4,8,6,6,8,9,6,2,2,8,4,8,7,7,2,5,18449,0,1
537,5,7,5,5,3,6,11,3,6,11,9,5,3,11,3,4,15066,1,1
538,4,6,6,6,5,6,7,2,5,7,7,9,3,9,8,8,15995,1,1
539,3,9,5,6,3,9,3,2,3,7,1,8,2,6,2,7,6564,1,4
540,5,8,7,7,6,5,8,4,9,8,7,9,3,9,7,6,16763,0,1
541,4,8,5,6,3,6,7,6,6,10,8,10,2,9,4,9,13229,1,1
542,7,9,6,4,5,9,7,3,5,9,4,7,7,5,7,8,18412,0,1
543,3,10,4,8,3,5,7,6,7,7,6,13,1,8,4,10,15870,0,1
544,7,9,6,5,4,7,7,5,5,9,4,9,6,5,7,11,17671,0,1
545,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,2807,1,17
546,2,6,3,4,2,7,8,8,7,10,6,11,2,11,4,9,16303,0,1
547,3,7,5,5,4,9,6,7,5,7,6,8,3,8,4,5,13883,0,1
548,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8,13264,1,2
549,4,4,6,3,3,6,7,1,8,10,8,8,2,8,3,7,11962,0,1
550,9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6,16939,1,1
551,4,6,5,4,3,6,8,6,8,7,10,9,3,9,1,8,16207,1,1
552,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6,18103,0,10
553,7,11,5,6,2,7,7,7,7,12,6,9,2,9,5,9,13635,1,1
554,2,4,3,2,1,6,8,7,8,8,8,13,1,9,4,10,13429,1,1
555,2,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,10167,0,16
556,3,5,4,4,3,8,7,7,4,9,6,8,3,8,3,8,9785,1,1
557,4,2,5,4,2,6,8,5,8,6,9,9,3,9,1,7,14405,0,1
558,3,4,4,3,2,7,7,6,4,9,6,8,2,8,2,8,6517,1,1
559,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,8548,1,6
560,5,9,6,6,5,6,7,7,7,8,9,8,3,9,6,9,15402,0,1
561,3,1,4,3,3,8,6,6,4,7,7,8,7,6,2,7,7507,1,1
562,3,2,5,3,1,6,12,3,4,8,11,8,2,10,1,8,15054,0,1
563,4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,12481,1,2
564,7,11,9,8,5,6,12,3,6,14,6,2,0,10,3,9,10957,0,1
565,4,8,5,6,2,8,6,8,7,7,5,8,3,8,4,8,13149,1,1
566,8,9,11,8,12,7,9,4,4,7,5,8,12,6,6,7,10609,0,1
567,5,9,6,6,5,9,7,4,5,10,5,6,3,8,3,8,15518,1,1
568,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,17453,0,7
569,5,10,7,8,5,7,6,9,4,7,5,9,3,9,4,6,16268,0,1
570,3,5,6,4,2,7,11,1,7,7,11,8,2,11,2,8,15573,0,1
571,4,10,5,7,5,8,7,6,7,6,6,6,2,8,7,10,16083,0,1
572,7,13,7,8,4,6,7,3,6,9,9,10,6,10,3,7,13530,0,1
573,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4651,0,8
574,4,6,5,8,5,7,10,4,3,6,9,11,3,8,6,8,16785,0,1
575,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,3721,0,4
576,3,11,4,8,2,7,7,4,14,10,6,8,0,8,8,8,9551,0,19
577,3,4,4,6,1,11,2,10,3,13,8,14,1,6,0,8,16303,0,13
578,7,9,10,7,7,7,7,1,6,10,5,9,3,8,4,9,13636,0,1
579,2,7,3,5,3,6,8,5,10,7,6,10,1,9,8,7,16984,0,1
580,5,8,7,6,6,9,6,4,6,10,5,7,2,8,5,10,14769,1,1
581,8,13,6,10,5,11,5,2,5,12,4,8,2,9,6,13,9017,0,1
582,1,0,2,0,0,7,7,2,10,8,6,8,0,8,6,8,11326,0,0
583,5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5,13212,1,1
584,2,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8,16063,1,13
585,5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8,18085,0,1
586,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,927,1,5
587,2,3,2,2,1,4,11,3,6,11,10,4,1,11,2,5,11486,0,1
588,5,8,6,7,5,6,6,5,5,8,5,7,3,6,5,7,13883,1,1
589,6,11,6,6,3,6,10,2,7,12,7,6,2,9,5,4,15212,1,1
590,2,4,4,3,2,8,7,3,4,9,4,6,3,7,3,9,5057,0,1
591,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,8,18621,0,4
592,6,10,5,7,3,6,11,1,9,11,9,4,0,10,3,4,15446,0,1
593,2,6,3,4,1,13,2,8,4,14,4,12,0,7,0,8,15329,1,13
594,3,7,4,5,3,7,8,7,5,10,8,7,3,8,3,8,15267,0,1
595,4,5,4,7,2,1,12,5,6,12,11,8,0,8,2,5,16964,0,10
596,4,9,6,6,2,9,5,3,1,8,1,8,2,7,2,8,10781,1,4
597,4,7,6,5,6,9,6,4,6,10,5,7,2,8,5,10,15504,0,1
598,2,3,2,1,1,8,7,5,8,6,6,7,1,8,6,8,7735,0,1
599,4,11,5,8,5,8,8,8,6,7,4,6,2,7,8,8,15957,0,1
600,5,9,8,7,7,6,11,2,2,7,8,8,8,11,1,8,13938,1,1
601,2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8,5571,1,3
602,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,14607,1,1
603,6,7,8,6,8,8,8,4,4,7,6,7,10,8,5,5,17036,1,1
604,6,10,8,7,7,7,8,7,4,8,7,9,3,9,8,9,12041,1,1
605,3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,13202,1,6
606,3,9,4,7,1,12,2,10,4,13,6,13,1,6,0,8,12393,1,13
607,5,4,6,7,2,5,7,7,11,7,5,12,1,9,4,8,17872,0,1
608,4,8,6,6,4,9,6,2,7,11,5,9,3,7,6,10,15200,1,1
609,1,0,2,0,0,8,9,3,2,7,12,8,2,10,0,8,8658,1,16
610,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6,15991,0,1
611,4,9,4,6,3,3,7,6,11,7,6,15,0,8,7,7,9324,1,11
612,7,11,9,8,9,8,7,5,5,7,6,7,7,6,9,14,9709,0,1
613,8,11,7,8,5,3,11,1,3,8,10,7,6,11,2,7,13008,0,1
614,8,12,9,6,5,6,9,2,8,11,8,8,4,9,4,5,12377,1,1
615,6,8,6,9,7,8,7,7,2,8,7,10,3,8,6,7,15104,1,1
616,3,3,4,2,2,7,8,5,5,7,5,7,2,7,4,8,5089,1,1
617,4,6,6,4,3,6,13,7,2,11,5,2,1,10,4,7,17774,0,1
618,1,2,2,3,1,8,7,5,2,8,7,9,2,9,3,9,9053,0,1
619,2,4,4,3,2,7,7,2,7,10,5,7,1,8,5,8,8438,1,1
620,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8,18898,0,1
621,2,2,3,3,2,7,7,5,9,6,6,8,2,8,7,8,8563,1,1
622,1,0,2,1,1,8,7,4,7,5,6,7,0,8,7,8,6997,0,1
623,3,4,5,3,2,6,10,2,6,13,6,5,1,9,3,7,13567,0,1
624,3,3,3,5,1,0,1,6,6,0,1,6,0,8,0,8,717,0,3
625,4,7,6,5,3,10,1,3,3,9,2,8,3,6,4,9,12587,0,4
626,3,7,5,5,2,7,10,1,2,7,12,8,1,11,0,8,14715,1,1
627,10,15,9,8,5,7,6,5,6,9,4,5,5,8,6,9,11928,0,1
628,3,7,3,4,2,7,9,14,3,7,3,8,3,8,0,8,17614,0,2
629,4,2,5,4,4,7,8,6,6,7,6,8,3,8,3,8,11332,0,1
630,2,1,3,2,2,8,6,6,3,7,7,9,6,5,1,8,8734,0,1
631,6,10,8,7,5,8,8,3,7,10,5,7,2,8,5,8,13954,1,1
632,8,10,8,8,5,5,11,2,7,11,10,5,2,12,2,4,10583,1,1
633,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3952,1,8
634,3,9,5,6,2,9,6,3,1,8,0,8,2,7,1,8,10880,0,4
635,3,2,3,3,2,8,8,6,5,7,6,7,2,8,9,8,10593,1,1
636,3,5,4,6,3,6,11,9,4,7,2,9,3,7,5,11,16771,0,1
637,5,8,6,9,7,8,7,6,3,8,8,10,3,9,5,8,14050,1,1
638,3,7,5,5,2,6,4,1,9,8,2,11,0,8,2,8,12252,0,3
639,10,14,8,8,4,11,1,3,0,10,4,11,3,4,4,10,16368,0,1
640,6,9,6,7,3,4,9,2,8,10,11,6,2,10,4,3,15657,1,1
641,4,11,6,8,3,10,10,1,3,6,12,8,1,11,0,8,13263,0,1
642,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8,7415,1,1
643,3,2,4,4,3,6,7,5,5,6,5,7,3,7,4,8,5012,0,1
644,3,7,4,5,2,6,3,1,8,8,2,11,0,7,2,8,8896,1,3
645,5,7,5,5,5,5,10,3,2,9,8,7,6,11,2,6,15835,1,1
646,3,5,5,3,2,7,8,2,4,10,6,6,5,8,0,7,7739,1,1
647,4,11,5,8,3,5,11,3,4,9,12,9,2,10,1,8,11413,0,1
648,4,8,6,6,3,9,2,2,2,7,1,8,2,7,3,7,7357,1,4
649,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8,3591,1,1
650,7,9,7,4,3,5,10,2,2,9,10,8,8,12,0,7,15332,0,1
651,4,5,6,7,3,9,6,9,8,8,4,9,3,8,4,8,17132,0,1
652,4,6,6,4,4,5,6,4,7,6,6,10,3,8,5,9,13932,1,1
653,4,7,5,5,3,7,6,8,5,7,5,8,3,8,3,8,11052,1,1
654,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,15836,1,3
655,2,3,4,2,2,6,9,3,6,10,7,8,3,8,3,8,10469,0,1
656,2,6,4,4,1,5,4,1,9,7,1,9,0,7,2,7,4949,0,3
657,4,8,6,6,5,8,7,8,4,7,6,7,3,8,3,7,13417,1,1
658,3,5,5,3,3,6,8,2,8,11,8,9,2,9,4,7,13406,1,1
659,2,6,3,4,0,9,10,2,2,6,12,8,1,11,0,8,15869,0,1
660,4,4,7,3,4,6,6,3,4,10,9,10,7,6,2,8,16707,0,1
661,3,8,4,6,2,5,7,10,8,6,5,5,3,8,4,8,13085,1,1
662,5,8,5,6,3,3,8,5,7,10,10,10,3,9,2,6,15231,1,1
663,3,5,5,4,4,9,6,3,6,10,5,7,2,8,5,10,13043,1,1
664,4,9,6,7,6,7,7,8,6,6,5,5,3,9,4,8,15429,1,1
665,2,3,4,2,2,9,11,3,2,5,9,7,6,10,0,8,15609,0,1
666,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8,15936,0,1
667,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9,13531,1,1
668,5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9,13628,0,1
669,11,14,10,8,4,6,8,3,7,9,8,10,6,8,4,6,9850,0,1
670,2,4,4,3,2,7,9,4,4,12,5,3,1,10,3,8,9659,1,1
671,4,7,5,5,3,7,7,4,8,11,8,8,2,10,5,6,16091,0,1
672,5,10,8,8,4,7,10,2,7,6,12,9,2,11,2,8,10515,1,1
673,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,580,1,3
674,1,0,2,0,0,7,10,1,3,7,12,8,1,11,0,8,12070,0,16
675,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,11721,1,11
676,3,3,5,5,2,7,5,3,1,6,1,8,2,7,2,7,3104,0,4
